"","x"
"110","די פאראייניגטע שטאטן"
"111","די פאראייניגטע שטאטן"
"112","די פאראייניגטע שטאטן"
"113","די פאראייניגטע שטאטן"
"114","די פאראייניגטע שטאטן"
"115","די פאראייניגטע שטאטן"
"116","די פעדעראלע רעגירונג"
"117","די פאראייניגטע שטאטן"
"118","דער מאנארכיע אין"
"119","די פאראייניקטע שטאטן"
"120","די פאראייניקטע שטאטן"
"121","די דריטע און"
"122","די העלוועטישע רעפובליק"
"123","די פאראייניגטע שטאטן"
"124","א בריטישע פאליציי"
"125","די פאראייניגטע פעלקער"
"126","די עלצטע אינטערנאציאנאלע"
"127","די האלענדישע מזרח"
"128","די פרייסישע און"
"129","די פאראייניגטע שטאטן"
"130","די פאראייניגטע שטאטן"
"131","די פאראייניגטע שטאטן"
"132","די פאראייניגטע שטאטן"
"133","די פאראייניגטע שטאטן"
"134","די ערשטע באן"
"135","די גרעסטע פוסקים"
"136","א פאסטמארקע."
"137","די ערשטע אויסגאבע"
"138","די פאראייניקטע שטאטן"
"139","די פאראייניגטע שטאטן"
"140","די פאראייניגטע שטאטן"
"141","די פאראייניקטע שטאטן"
"142","א נייע קאנסטיטוציע"
"143","א קאנסטיטוציאנעלע מאנארכיע"
"144","די אפערע """
"145","די פאראייניקטע שטאטן"
"146","די פאראייניקטע שטאטן"
"147","די עלצטע אינטערנאציאנאלע"
"148","די דרייצנטע אמענדירונג"
"149","די פאראייניגטע שטאטן"
"150","די פאראייניגטע שטאטן"
"151","אן דעם פראנקרייך"
"152","די צווייטע פראנצויזישע"
"153","די דייטשע אימפעריע"
"154","די פאראייניגטע שטאטן"
"155","די ערשטע הידרא"
"156","די ערשטע טעלעפאן"
"157","די פאראייניגטע שטאטן"
"158","די ערשטע אונטערגרונט"
"159","דאס ערשטע קינד"
"160","די פאראייניגטע שטאטן"
"161","די פרייסישע און"
"162","די פארשידענע זידלונגען"
"163","די געמיינזאמע קראפטן"
"164","די פאראייניקטע שטאטן"
"165","די פאראייניקטע שטאטן"
"166","די ערשטע קאנגרעס"
"167","די העכסטע טעמפעראטור"
"168","דעם מאהאווע מדבר"
"169","די ערשטע וועלט"
"170","די ערשטע וועלט"
"171","די עסטרייך-אונגארישע אימפעריע"
"172","די יאפאנישע אימפעריע"
"173","דער ערשטע ייד"
"174","די פאראייניגטע שטאטן"
"175","די פאראייניגטע שטאטן"
"176","די פאראייניקטע שטאטן"
"177","די פאראייניקטע שטאטן"
"178","די ערשטע וועלט"
"179","די אטאמאנישע אימפעריע"
"180","דער סעוורע אפמאך"
"181","די אטאמאנישע אימפעריע"
"182","די פוילישע זיגן"
"183","די רויטע ארמיי"
"184","דער היסטאריע פון"
"185","דאס פאראייניגטע קעניגרייך"
"186","דער בריטאניע;"
"187","די דייטשע ארמיי"
"188","די געביידע פונעם"
"189","דאס פאראייניגטע קעניגרייך"
"190","די באלטישע לענדער"
"191","די צווייטע גרעסטע"
"192","די יאפאנישע אימפעריע"
"193","די יאפאנישע אימפעריע"
"194","די העכסטע טעמפעראטור"
"195","די יידישע קאמף"
"196","די נייע רעגירונג"
"197","די רויטע ארמיי"
"198","די פאראייניגטע שטאטן"
"199","די פאראייניגטע פעלקער"
"200","די באשולדיקטע אינעם"
"201","די ערשטע וואלן"
"202","דעם ווארשע פאקט"
"203","די פאראייניגטע שטאטן"
"204","די פאראייניגטע שטאטן"
"205","די אפיציעלע וואלוטע"
"206","אן אינעם פאראייניגטן"
"207","די ערשטע פרוי"
"208","די אראבישע לענדער"
"209","די שווערסטע אויל"
"210","דער היסטאריע,"
"211","די פאראייניגטע פעלקער"
"212","די אליאירטע קראפטן"
"213","די וואלוטע אין"
"214","די ערשטע צוויי"
"215","דאס פאראייניגטע קעניגרייך"
"216","די צווייטע גרעסטע"
"217","די ארגסטע ראיאטן"
"218","די צעווילדעוועטע מאסן"
"219","די סאפיסטיקירטע און"
"220","די ערשטע פרוי"
"221","די יידישע פארטיזאנען"
"222","די לעצטע פאסאזשירן"
"223","די סטאנציע ווערט"
"224","די פאראייניגטע פעלקער"
"225","די ערשטע פרוי"
"226","די אטאמאנישע אימפעריע"
"227","אן דעם פראנקרייך"
"228","די פאראייניגטע שטאטן"
"229","די חשוב''סטע פוסקים"
"230","די פאראייניגטע שטאטן"
"231","דאס גרויסבריטאנישע קעניגרייך"
"232","דאס אירישע קעניגרייך"
"233","דער אייראזאנע."
"234","דער אייראזאנע."
"235","די פויליש-ליטווישע קאמאנוועלט"
"236","א געווענליכע יאהר"
"237","א גרופע דאקטוירים"
"238","א געוויסע גרייס"
"239","די פאראיייגטע שטאטן"
"240","א בעסערע זעהקראפט"
"241","דאס לעצטע מאל"
"242","דער אייראזאנע."
"243","דער אייראזאנע."
"244","דער רעדאקציע פון"
"245","דאס פאראייניגטע קעניגרייך"
"246","א גאנצע ליקוי"
"247","די פאראייניגטע שטאטן"
"248","די ערשטע ליקוי"
"249","די קאנטינענטאלע פאראייניגטע"
"250","א ליניע פון"
"251","דאס איצטיקע יאר"
"252","די אינפארמאציע טוישט"
"253","דאס נענטסטע צו"
"254","די ערשטע פאסטעריזאציע"
"255","די פאראייניגטע שטאטן"
"256","די ערשטע,"
"257","דאס פאראייניגטע קעניגרייך"
"258","דער קאנסטרוקציע פונעם"
"259","דער פאראייניגטע שטאטן"
"260","די פאראייניגטע שטאטן"
"261","די פאראייניקטע שטאטן"
"262","די העכסטע טעמפעראטור"
"263","די ערשטע פרוי"
"264","די פאראייניקטע פראווינצן"
"265","די ערשטע איין"
"266","די יאפאנישע אימפעריע"
"267","די פאראייניגטע שטאטן"
"268","די ערשטע פרוי"
"269","די פאראייניגטע שטאטן"
"270","די פאראייניגטע שטאטן"
"271","די פאראייניגטע שטאטן"
"272","די פאראייניגטע שטאטן"
"273","דאס ערשטע בוך"
"274","די דריטע און"
"275","די פאראייניגטע שטאטן"
"276","די דייטשע ארמיי"
"277","די גרעסטע פוסקים"
"278","די אליאירטע קראפטן"
"279","די פוילישע זיגן"
"280","די רויטע ארמיי"
"281","די קאסמאס-סאנשע ניו"
"282","די רוסיש-טערקישע מלחמה"
"283","די רוימישע אימפעריע"
"284","א נייע מדינה"
"285","אן ארטילעריע־"
"286","די רוסלענדישע אימפעריע"
"287","די פעדעראלע רעגירונג"
"288","די פאראייניגטע שטאטן"
"289","די אליאירטע כוחות"
"290","דער ענטעבע אפעראציע"
"291","די ערשטע פרוי"
"292","די פאראייניגטע פעלקער"
"293","די ערשטע אויסגאבע"
"294","די פאראייניגטע שטאטן"
"295","די ערשטע וועלט"
"296","די עסטרייך-אונגארישע אימפעריע"
"297","די יידישע קאמף"
"298","די ערשטע וועלט"
"299","די אלטע וואלוטעס"
"300","די פאראייניגטע שטאטן"
"301","די ביזאנטישע אימפעריע"
"302","די פאראייניקטע שטאטן"
"303","די פאראייניקטע שטאטן"
"304","דער בלאקאדע אויף"
"305","א מאנארכיע צו"
"306","די פאראייניגטע שטאטן"
"307","די גרויסע שריפה"
"308","די ערשטע קאנגרעס"
"309","די פאראייניגטע שטאטן"
"310","די גאנצע יידישע"
"311","א בריטישע קאלאניע"
"312","די ערשטע הידרא"
"313","די פאראייניקטע שטאטן"
"314","דער היסטאריע פון"
"315","דער לעצטע טאג"
"316","די רוסישע מיליטער"
"317","די בריטישע זידלונג"
"318","די יידישע איינוואוינער"
"319","די קאסעטע איז"
"320","די פונעם קאנצערט"
"321","א לידעלע אין"
"322","די גרעסטע פוסקים"
"323","דאס פאראייניגטע קעניגרייך"
"324","די פאראייניגטע שטאטן"
"325","די העכסטע בנינים"
"326","די פריערדיגע בנין"
"327","די געביידע איז"
"328","די דרויסנדיגע סטרוקטור"
"329","די נייע וועלט"
"330","די ערשטע פרוי"
"331","די ערשטע צווישנשטעט"
"332","די פאראייניגטע שטאטן"
"333","די בריטישע קאלאניע"
"334","די ערשטע אמעריקאנער"
"335","די פאראייניגטע שטאטן"
"336","אן דעם טאג"
"337","די פריערדיגע נאכט"
"338","א נייע קאנסטיטוציע"
"339","א קאנסטיטוציאנעלע מאנארכיע"
"340","די ערשטע באן"
"341","די זעלבע ווי"
"342","די אנדערע,"
"343","די פאראייניקטע שטאטן"
"344","די דרייצנטע אמענדירונג"
"345","די פאראייניגטע שטאטן"
"346","די שפאנישע אינקוויזיציע"
"347","א פאסטמארקע."
"348","די אפערע """
"349","די יידישע פארטיזאנען"
"350","די צווייטע גרעסטע"
"351","די צווייטע ווערט"
"352","די פאראייניגטע שטאטן"
"353","די פאראייניגטע שטאטן"
"354","די פאראייניגטע שטאטן"
"355","דער רעדאקציע פון"
"356","א דייטשע אינוואזיע"
"357","דער אטאקע ווערן"
"358","דער קאלאניע ווערט"
"359","די פאראייניגטע שטאטן"
"360","די פאראייניגטע שטאטן"
"361","די גרויסע סאטמארער"
"362","די אויבערשטע שטאקן"
"363","דאס פאראייניגטע קעניגרייך"
"364","די צווייטע גרעסטע"
"365","דאס נײַנטע יאר"
"366","די פארשידענע זידלונגען"
"367","די פאראייניגטע שטאטן"
"368","די ערשטע צוויי"
"369","א סאוועטישע שטורעם"
"370","די פאראייניגטע שטאטן"
"371","די קאלטע קריג"
"372","די דריטשע גרעסטע"
"373","די פירמע געהייסטן"
"374","די פירמע איז"
"375","די פירמע באקומען"
"376","די מערסטע סטאבילע"
"377","א גענדערטע ווערסיע"
"378","א פרייע געמיינזאמע"
"379","א געוועזענע פארטוגעזישע"
"380","א געוועזענע שפאנישע"
"381","דער וואלוטע לויט"
"382","די ארגאנעזאציע איז"
"383","די ארגאניזאציע איז"
"384","די ארגעניזאציע איז"
"385","די ערשטע יאהרען"
"386","די קאלטע קריג"
"387","די ערשטע מאהל"
"388","א נייע עפאכע"
"389","די קאנאדישע פראיעקט"
"390","א באקאנטע נאמען"
"391","א וויכטיקע פראגראם"
"392","א נאטירלעכע שפראך"
"393","דעם נאטירלעכע שפראך"
"394","די פארשיידענע קאמפיוטער"
"395","דאס זעלבע פראגראם"
"396","אן אייניקע קעפל"
"397","די סטאנדארטישע אריינווארג"
"398","די טעקע אלע"
"399","די באשטימטע אפערירן"
"400","די פארעם פון"
"401","די פירמע"""
"402","די פאַרייניקטע מלכות"
"403","די רגע איין"
"404","די רגע סטודיאָ"
"405","די רעגיסטראַציע און"
"406","די טעלעוויזיע ווייַזן"
"407","די זעלבע צייַט"
"408","די בינע פון"
"409","די פינאַלע פון"
"410","די אַלגעמיינע ציבור"
"411","די פריערדיקע אלבאם"
"412","די סצענע קנאַל"
"413","די פורעם פון"
"414","די רגע אָרט"
"415","די דאַטע זענען"
"416","די פאַרייניקטע שטאַטן"
"417","די דאַטע פון"
"418","די פאַרייניקטע שטאַטן"
"419","די פאַרייניקטע שטאַטן"
"420","די פּראָמוסיקאַע ("
"421","א ליציטאציע פארקויף"
"422","דעם פלאטפארמע פאר"
"423","דאס גרעסטע פרייז"
"424","א פאראייניגטע אלוועלטיכע"
"425","דעם איסטראנאמישע ציפער"
"426","א ליציטאציע אדער"
"427","די מעכטיגע סערוויסעס"
"428","דאס מינדעסטע אינפארמאציע"
"429","א געמיינזאמנע סיסטעם"
"430","די מערסטע פֿאַרשפּרייטסטע"
"431","א פינפטע גענעראציע"
"432","דאס ערשטע מאל"
"433","א געשאצטע 40"
"434","די ווערסיע איז"
"435","די לייכסטע און"
"436","די ערשטע אין"
"437","די לופטוואפע)"
"438","די ווערסיע וועט"
"439","די שנעלסטע פון"
"440","א נישטיגע 500"
"441","די ווערסיע נעמט"
"442","די אליאירטע מיליטערישער"
"443","די ערשטע מאדעל"
"444","די בריטישע בי-עי-אי"
"445","א רייע שטארק"
"446","די אליאירטע לענדער"
"447","א קליינע פראצענט"
"448","די גאנצע מיליטער"
"449","די אליאירטע לענדער"
"450","א רייע אנדערע"
"451","א פראדוקציע מאדעל"
"452","די מיסיע און"
"453","דער ארגאניזאציע איז"
"454","די קרימינאלע געזעצן"
"455","די פולע אומרעכטן"
"456","אן אפענעם וועג"
"457","א גרויסע פרעס-קאנפערענץ"
"458","די אינפארמאציע איז"
"459","די עכטע פארברעכער"
"460","די שולדיגע דערין"
"461","די מינימאלע לעגאלע"
"462","א דינע שטריק"
"463","די יאפאנעזע פירמע"
"464","די פירמע פראדוצירט"
"465","די פאלגענדע פירמעס"
"466","א גרויסע שותפות"
"467","די רוסישע פירמע"
"468","אן אפיציעלע דזשי-עם"
"469","די פירמע האט"
"470","די פירמע הוס"
"471","די פירמע האט"
"472","אן אייגענע פינאנצירונג"
"473","די פאראייניגטע שטאטן"
"474","די ענדע פונעם"
"475","א פירמע וועלכע"
"476","די פירמע וועלכע"
"477","די ערשטע אויטא"
"478","די פירמע האט"
"479","די פירמע איז"
"480","די אזויגערופענע סטריטקאר"
"481","א געוויסע סארט"
"482","א לעגאלע קאנספיראציע"
"483","די לעגלע קאמפן"
"484","די פירמע האבן"
"485","א באקאנטע ספארטלער"
"486","די גרעסטע פראצענט"
"487","די פירמע און"
"488","די פירמע ווידער"
"489","די קאאפעראציע וועלכע"
"490","א גלאבאלע אינדוסטריאלע"
"491","די קאמוניסטישע רעגירונג"
"492","די צווייטע וועלט"
"493","די פראדוקציע פאר"
"494","די אליאירטע כוחות"
"495","די פירמע האט"
"496","אן אויטאמאטישע גיר-באקס"
"497","די אייראפעאישע אויטא"
"498","אן ערנסטע קאנקורענט"
"499","א לאנגע צייט"
"500","די פאלגענדע יארן"
"501","די אייראפעאישע אויטאס"
"502","די אראבישע לענדער"
"503","די קליינע אייראפעאישע"
"504","די פירמע איז"
"505","די פאלוציע פראבלעם"
"506","די ריינע לופט"
"507","דעם פראבלעם."
"508","די קומענדיגע יארן"
"509","די פירמע האט"
"510","די פירמע זיך"
"511","די פירמע צוריק"
"512","די פירמע אין"
"513","די לעצטע יארן"
"514","א פרישע סטרייק"
"515","די פירמע האט"
"516","א גרויסע טייל"
"517","א קאלטע ווינטער"
"518","די פירמע גערופן"
"519","א לאנגע צייט"
"520","די פראדוקציע איז"
"521","די פירמע איז"
"522","די גלאבאלע פלאצירונג"
"523","א גלאבאלע נאוויגאציע"
"524","די פאראייניגטע שטאטן"
"525","די אינדוסטריעלע באָילערמאַקער"
"526","די אַוווערגנע געגנט"
"527","די הענטשקע פאַבריקאַנט"
"528","די כאָלערע עפּידעמיע"
"529","די פערזענליכע בליצבריוו"
"530","דער סעריע איז"
"531","די סעריע איז"
"532","דער סעריע האט"
"533","די סעריע פאָוקיסיז"
"534","די סעריע אין"
"535","די סעריע צו"
"536","די סעריע איז"
"537","די היינטיגע ווערסיע"
"538","די ערשטע בלעטערערס"
"539","א נייעם וועג"
"540","די נייע פונקציעס"
"541","די אפיציעלע געזעצן"
"542","די לעצטע ווערסיע"
"543","א גוטע וועב"
"544","א חודשליכע מאגאזין"
"545","די װירטואַליזאַציע טעכנאָלאָגיע"
"546","דאס ווערסיע פיר"
"547","די אייגענע קאמפיוטער"
"548","די נייע סיסטעם"
"549","אן איבערגעטריבענע מאס"
"550","די נאנטע צונקופט"
"551","א יעדע סעל"
"552","דער היסטאריע איז"
"553","די פאפולערע איי-פאד"
"554","די היסטאריע קיינמאל"
"555","אן עלעקטראנישע פראדוקט"
"556","די ערשטע איי-פאד"
"557","א נייע קאנטראל"
"558","די צווייטע."
"559","די ארגינעלע איי-פאד"
"560","די זעלבע דעווייס"
"561","א קאלירטע סקרין"
"562","די קלענסטע איי-פאד"
"563","א האלבע און"
"564","א גאנצע גיגאַבייט"
"565","א צעמישטע סדר"
"566","די פאפולערע וויכוואַרג"
"567","די לעצטע מאדעל"
"568","די קלענסטע אזא"
"569","א קאלירטע סקרין"
"570","א וואונדערבארע 0.2"
"571","די נעקסטע איי-פאד"
"572","די ארגינעלע איי-פאד"
"573","א גרויסע ציל"
"574","די לאקאלע פאליציי"
"575","די ווייסע עירפאונס"
"576","די פאפולערע איי-טונס"
"577","די ערטשע מינוט"
"578","די אלע צוגעהערן"
"579","א ליסטע פון"
"580","די צווייטע וויכטיגסטע"
"581","א גרויסע פראצענט"
"582","די ערטשע איי-פאד"
"583","די ווייסע איי-פאד"
"584","א סיסטעם אז"
"585","א שווערע זאך"
"586","די היינטיגע ביזנעס"
"587","די פירמע שיקט"
"588","א שטארקע קאנטראסט"
"589","די ענדע."
"590","א באזונדערע אייגענארטיגער"
"591","די דאזיגע קאודס"
"592","די אינטערעסע פון"
"593","די פארשידענע קאטעלאגס"
"594","די גאנצע וועלט"
"595","א ענדליכע קאוד"
"596","די ערשטע פערציג"
"597","די ראמאנשע שפראכן"
"598","אן ארגאניזאציע געגרינדעט"
"599","א יעדע נעצווערק"
"600","די גרעסטע און"
"601","די פּאָפּולערע צעטלען"
"602","די ערשטע ווערסיע"
"603","די ערשטע פערזענלעכע"
"604","די גרעסטע דאטשע-שיף"
"605","די לעצטע איצטיקע"
"606","די גרעסטע פראפעסיאנעלערע"
"607","א געהיימע ארגעניזאציע"
"608","די צווייטע וועלט"
"609","די ארגאניזאציע פון"
"610","די אדאבע רידער"
"611","די ערשטע ווערסיע"
"612","א קליינעם פארנעם"
"613","די גאנצע וויקי"
"614","א קליינע מאדולע"
"615","אן דעם וואס"
"616","די פראנצויזישע ווערטער"
"617","א טעקע גאסטגעבן"
"618","די איינגעשריבענע באצאלטע"
"619","די גרעסטע וועלטס"
"620","דער ליסטע פון"
"621","דער ליסטע אום"
"622","דאס ארגינעלע וועבזייטל"
"623","די דייטשע מערסט"
"624","די ארגאניזאציע איז"
"625","די אלטע סייט"
"626","די נייע ביז"
"627","די נייע סייט"
"628","די אלטע."
"629","דעם טעקע צו"
"630","א לאנגע צייט"
"631","די טעקע איז"
"632","די דייטשע GEMA"
"633","א צייטווייליגע סטעי"
"634","א לעגאלע קוק"
"635","א נייע זאך"
"636","די אנדערע פיר"
"637","א קורצע ידיעה"
"638","די דאָזיקע ווערעם"
"639","די פאָדערשטע טייל"
"640","די גאַנצע פיל"
"641","די דאָזיקע גרופּעס"
"642","די זעלבע פלאץ"
"643","דער ליסטע פון"
"644","א פארגעשריטענע מאדולארישע"
"645","א אויסערדישע גרויסע"
"646","אן ארגאנישע טכנאלאגיע"
"647","דעם קאָמוניקאַציע־"
"648","די צייטווייליגע קאנצעסיע"
"649","די נייע באדינונגען"
"650","די ערשטע 14"
"651","די עקזיסטירנדע 32.5"
"652","די צוקונפטדיגע קרייצבאן"
"653","די זעלבע שינעס"
"654","די נייע אונטערעדישע"
"655","דער רוטע."
"656","א פאפולערע ראק"
"657","די גרעסטע פון"
"658","די קלענסטע איז"
"659","א היימישע וועבזייטל"
"660","די אינפארמאציע פונעם"
"661","די אייגנארטיקע אינפארמאציע"
"662","א ליניע אויף"
"663","די ליניע געווארן"
"664","די לענגסטע אויף"
"665","די ליניע האט"
"666","א ראקעטע וואס"
"667","א גרויסע שאדן"
"668","די צווייטע וועלט"
"669","די ענגלישע באפעלקערונג"
"670","די ערשטע ראקעטע"
"671","די אליאירטע האבן"
"672","די ענדע פון"
"673","די דייטשע גענעראלן"
"674","די פאראייניקטע שטאטן"
"675","די דייטשע וויסנשאפטלער"
"676","א גרויסע טייל"
"677","די קאלטע קריג"
"678","די דייטשע וויסנשאפטלער"
"679","די אפיציעלע טעלעוויזיע"
"680","די דאָזיקע טעכנעלאָגיע"
"681","די טעכנאָלאָגיע."
"682","די אַלגעמײנע טעלעפֿאָן"
"683","אן אמעריקאנישע פירמע"
"684","די פֿאַרשײדענע קאָנסומענטן"
"685","די ערשטע פֿאַל"
"686","א פּאָפּולערע אפערירן"
"687","די לעצטע הױז"
"688","די זיבעטע הױז"
"689","די סיסטעם איז"
"690","א באַגרענעצטע און"
"691","א גרונטיקע ווערסיע"
"692","די ווערסיע איז"
"693","א מעדיע צענטרום"
"694","די ווערסיע איז"
"695","די ווערסיע פעלט"
"696","די ווערסיע איז"
"697","א טעקע־"
"698","די לעצטע אפערירן"
"699","די לעצטע פון"
"700","די אלטע Windows"
"701","די פֿריעדיקע Windows"
"702","די ערשטע אָפּערירן"
"703","די ערשע װערסיע"
"704","די צװײטע װערסיע"
"705","די לעצטע דינער"
"706","די געפלאנטע דאטע"
"707","די דאזיקע באפרייונג"
"708","די לענגסטע צייט"
"709","א בעגרענעצטע און"
"710","א גרונדענע ווערסיע"
"711","די ווערסיע איז"
"712","א מעדיע צענטרום"
"713","די ווערסיע איז"
"714","די ווערסיע פעלט"
"715","די ווערסיע איז"
"716","די ווערסיע האט"
"717","די לעצטע ווערסיע"
"718","די באַקטעריע איז"
"719","די באַקטעריע איז"
"720","די פֿאָרעם קאָן"
"721","די באַקטעריע אויף"
"722","די באַקטעריע אינפֿיצירט"
"723","די באַקטעריע בײַ"
"724","די באַקטעריע װױנט"
"725","די גאָריזאָנטאַלע אָנשטעקונג"
"726","די באַקטעריע ביאָלאָגישע"
"727","די ערשטע קאַטעגאָריע"
"728","די דאָזיקע השפּעה"
"729","די באַקטעריע פֿאַר"
"730","די באַקטעריע װױנט"
"731","די געמיטלעכע סגולה"
"732","די װיכטיקע מאָסקיטן"
"733","דער סיסטעם פֿון"
"734","די באַקטעריע אין"
"735","דעם אמעריקאנעם ארכיטעקט"
"736","דער גאנצע וועלט"
"737","די איבעריגע,"
"738","די דויטשע באנק"
"739","א קירכע זענען"
"740","די געלינקטע ווערטער"
"741","די לעצטע ווערסיע"
"742","די גרעסטע מאדערן"
"743","דער עפאכע פון"
"744","די גרויסע מפרשים"
"745","דער עפאכע פון"
"746","די היסטאָרישע התחלות"
"747","די יענע 150"
"748","די ערשטע פֿאַליע"
"749","די צווייטע פֿאַליע"
"750","די פרומע רבנים"
"751","די געשיכטע פארציילט"
"752","די געשיכטע האט"
"753","א מאמע פון"
"754","א יידישע מאמע"
"755","די פאראייניקטע שטאטן"
"756","די פאַראייניקטע שטאטן"
"757","די יידישע מאמע"
"758","די אומעטיקע ווערטער"
"759","די אלטע וועלט"
"760","די דאָזיקע """
"761","די פּאַסטאָראַלע בילד"
"762","די טיפע,"
"763","די מייסטע זולכע"
"764","די געשיכטע פון"
"765","דער געשיכטע דער"
"766","די הונדערט-יעריגע מלחמה"
"767","די געשיכטע האנדעלט"
"768","א פאנטאסטישע וועלט"
"769","די קעניגע דער"
"770","דער שרקעליכע סוד"
"771","די גרויסע אדעליגע"
"772","אן אלטע צייט"
"773","א נייע מלחמה"
"774","דער צווייטע וועלט-מלחמה"
"775","די ארומיגע געהגנטער"
"776","די פריהערדיגע פופצן"
"777","א שטורעם אין"
"778","א שטורעם אין"
"779","א שפאנענדע ערציילונג"
"780","די איסלאמישע רעליגיע"
"781","די צווייטע מעשה"
"782","א קורצע ערציילונג"
"783","די אומגעריכטע הילף"
"784","די גרעסטע אשכנזישע"
"785","די מערסטע געניצט"
"786","דער טעמע׃"
"787","דער געשיכטע פֿון"
"788","די דאָזיקע וווּנדערלעכע"
"789","די מענטשליכע אָראַ"
"790","די ארטיגע דפוס"
"791","די ווייטע ערטער"
"792","די אשכנזישע געגענטן"
"793","די ערשטע ניין"
"794","דער טאטע פון"
"795","די ערשטע אמוראים"
"796","די גרויסע תנאים"
"797","א וואונדליכע מעשה"
"798","די ווייטע שטאט"
"799","דער גרויסע אמורא"
"800","די אנדערע זייט"
"801","די גרעסטע בעלי"
"802","א יידישע בריגאדע"
"803","די פאראייניגטע פעלקער"
"804","די פאראייניגטע פעלקער"
"805","די פאראייניגטע שטאטן"
"806","א רעאליסטישע בענקל"
"807","די פריערדיגע דורות"
"808","די קלוגע לייט"
"809","דעם ארויסגעלאזנעם ליכט"
"810","א דינאסטיע וואס"
"811","די צווייטע איסלאמישע"
"812","דער אימפעריע פון"
"813","א נייע הויפטשטאט"
"814","די אימפעריע געווארן"
"815","די היינטיגע מאדערענע"
"816","א שאנדע דאס"
"817","אן דאקטוירישע הילף"
"818","די לעבעדיגע מיידלעך"
"819","די לעצטע דריי"
"820","די מאמע מעג"
"821","די מאמע איז"
"822","די איסלאמישע רעליגיע"
"823","די ספעציעלע קרעפטן"
"824","די אראבישע וועלט"
"825","די אראבישע הילף"
"826","דאס זעלבע פארקערט"
"827","דער איינציקסטע מדינה"
"828","די פאראייניגטע פעלקער"
"829","א גייסטישע קרענק"
