doc#0,"something=? 387.87 389.43 .. (H) Well then you have to put it on the anvil, 389.43 391.02 and get the shoe stretched out, 391.02 392.85 (H) well then once you stretch the shoe out, 392.85 393.27 .. well then, 393.27 394.59 (H) the two corners. 394.59 395.23 they go out, 395.23 395.57 too. 395.57 395.88 .. you know, 395.88 396.90 okay your shoe''s like this? 396.90 397.96 (H) You stretch this out, 397.96 399.80 well then it''s gonna",make,"these go <coll>way</coll> out, 399.80 399.98 too, 399.98 400.94 and they get like this? 400.94 401.15 LENORE: [Right]. 400.94 402.66 LYNNE: [(H)] then you have to round these back, 402.66 403.31 .. you know? 403.31 404.31 ... (H) It''s just, 404.31 405.91 ... % %it s- it sounds easy, 405.91 407.10 but it''s really hard to do, 407.10 407.49 and then, 407.49 408.69 (H) I would never do it, 408.69 410.19 cause I"
doc#0,"@> HI>, 568.86 569.13 oh, 569.13 569.75 it''s just gross. 569.75 571.10 (H) And like in some of em? 571.10 573.15 ... (TSK) blood will spurt out, 573.15 573.51 you know, 573.51 574.04 and I mean, 574.04 574.45 oh. 574.45 575.59 (H) It''s @nothing @ -- 575.59 577.34 <@SM (H) it''s the grossest thing SM@>. 577.34 578.39 (H) And that''s why -- 578.39 580.88 ... that''s probably why they have to",make,"that <coll>class</coll> mandatory, 580.88 581.93 because at the beginning of the year, 581.93 582.58 it''s just the% -- 582.58 583.33 it''s the pits. 583.33 584.63 (H) But once you get into it, 584.63 585.88 it''s the funnest thing and=, 585.88 586.16 you know, 586.16 587.18 it''s really interesting, 587.18 588.43 to do stuff like tha=t. 588.43 589.27 (H) .. But, 589.27 591.67 ... I would have never got into that class, 591.67 592.10 if -- 592.10 593.55 .."
doc#0,"and, 834.93 836.68 .. and then it builds up real bad with, 836.68 838.84 ... (H) (COUGH) deposits, 838.84 839.77 out of the water. 839.77 840.92 LYNNE: Oh=. 840.92 842.84 DORIS: [In other words] I .. should be .. change filters. 841.08 841.39 LYNNE: [Ugh=]. 842.84 843.82 ... Go=d. 843.82 844.83 DORIS: ... I know. 844.83 846.10 ... It won''t last long. 846.10 849.83 ... But, 849.83 851.43 .. it sure does",make,"a <coll>mess</coll> in the house. 851.43 852.03 LYNNE: Yeah=. 852.08 852.83 it [makes a mess]. 852.39 853.19 DORIS: [<X I need X> new] filters. 853.19 853.66 XX 853.66 857.45 LYNNE: ... Anyway, 857.45 858.51 this girl must only weigh like, 858.51 859.80 a hundred and ten pou=nds. 859.80 860.60 (H) .. I mean, 860.60 861.85 she''s just a little shit. 861.85 862.56 and she''s out there, 862.56 863.78 and she''s got hu="
doc#0,"H) (COUGH) deposits, 838.84 839.77 out of the water. 839.77 840.92 LYNNE: Oh=. 840.92 842.84 DORIS: [In other words] I .. should be .. change filters. 841.08 841.39 LYNNE: [Ugh=]. 842.84 843.82 ... Go=d. 843.82 844.83 DORIS: ... I know. 844.83 846.10 ... It won''t last long. 846.10 849.83 ... But, 849.83 851.43 .. it sure does make a mess in the house. 851.43 852.03 LYNNE: Yeah=. 852.08 852.83 it [",makes,"a <coll>mess</coll> ]. 852.39 853.19 DORIS: [<X I need X> new] filters. 853.19 853.66 XX 853.66 857.45 LYNNE: ... Anyway, 857.45 858.51 this girl must only weigh like, 858.51 859.80 a hundred and ten pou=nds. 859.80 860.60 (H) .. I mean, 860.60 861.85 she''s just a little shit. 861.85 862.56 and she''s out there, 862.56 863.78 and she''s got hu=ge arms. 863.78 865.62 I mean she''s in shape like you can''t believe. 865.62"
doc#0,"tremendous. 1013.24 1013.89 too you know. 1013.89 1015.77 ... Couldn''t believe it. 1015.77 1018.82 ... She had like on this .. really .. p- kinda short shirt, 1018.82 1019.17 you know? 1019.17 1019.67 (H) 1019.67 1020.27 <X There''s this X> -- 1020.27 1022.12 ... (H) I think that''s cold. 1022.12 1023.32 LENORE: ... Just don''t -- 1023.32 1023.67 .. it''s -- 1023.67 1024.75 if you rub something against it, 1024.75 1025.20 it''s just -- 1025.20 1026.05 LYNNE: ..",Makes,"a <coll>sound</coll> ? 1026.05 1028.38 ... (H) Nka=y. 1028.38 1032.45 LENORE: ... So what -- 1032.45 1033.57 .. what were you gonna do out there today. 1033.57 1034.05 What other -- 1034.05 1035.12 .. what other things <X were you X> gonna -- 1035.12 1038.10 LYNNE: ... (H) Just go out and um, 1038.10 1039.47 LENORE: ... (TSK) Look at the filly? 1039.47 1041.01 LYNNE: ... (H) Yeah=. 1041.01 1043.16 .. (H) .. I think more"
doc#1,"know3]. 84.75 84.88 HAROLD: [3Yeah3], 84.88 85.48 aren''t they real s-, 85.48 87.18 .. aren''t their k- .. legs [pretty soft]? 86.48 86.65 MILES: [Yeah, 86.65 88.68 there''s] less calcium % deposits <X in them X>. 88.68 89.78 ... [2And2] also, 89.05 89.45 PETE: [2Mm2]. 89.78 90.88 MILES: .. they''re still growing. 90.88 92.78 ... And the way= ... bones grow is, 92.78 93.69 .. you",make,"<coll>cartilage</coll> , 93.69 95.18 .. and then you deposit calcium in it. 95.18 95.64 HAROLD: Oh, 95.64 97.33 and [then that turns into hard bone]. 95.75 98.58 MILES: [So that''s why they always have] ... more flexibility. 98.58 99.58 Cause [2as2] they''re growing, 98.68 98.93 PETE: [2Hm2]. 99.58 101.70 MILES: ... you''re making cartilage. 101.70 102.10 So it [al- -- 101.90 102.28 PETE: [Mhm]. 102.10 102.88 MILES: They] always have"
doc#1,"89.78 90.88 MILES: .. they''re still growing. 90.88 92.78 ... And the way= ... bones grow is, 92.78 93.69 .. you make cartilage, 93.69 95.18 .. and then you deposit calcium in it. 95.18 95.64 HAROLD: Oh, 95.64 97.33 and [then that turns into hard bone]. 95.75 98.58 MILES: [So that''s why they always have] ... more flexibility. 98.58 99.58 Cause [2as2] they''re growing, 98.68 98.93 PETE: [2Hm2]. 99.58 101.70 MILES: ... you''re",making,"<coll>cartilage</coll> . 101.70 102.10 So it [al- -- 101.90 102.28 PETE: [Mhm]. 102.10 102.88 MILES: They] always have that, 102.88 104.07 until they reach adulthood, 104.07 104.83 ... in which case, 104.83 107.28 HAROLD: ... They get old and cranky [like the rest of] [2us2]. 105.90 107.15 MILES: [it stops][2=2]. 106.75 108.36 JAMIE: [2@@2]@[3@@3]@ 107.25 107.65 PETE: [3Unhunh3],"
doc#1,"<P I= don''t know P>. 504.71 506.15 HAROLD: ... Except those, 506.15 506.50 .. well=, 506.50 506.90 ... I don''t know, 506.90 507.20 the- -- 507.20 509.45 .. the bottom ones [don''t have flat noses either]. 507.82 508.77 PETE: [That''s <X true X> they all have b- -- 508.77 509.80 they all have big] noses. 509.80 511.42 ... But they get bigger as you go up anyway. 511.42 513.15 HAROLD: What do you think",makes,"<coll>em</coll> look African. 513.15 517.37 JAMIE: ... Their mustaches? 517.37 518.97 HAROLD: ... Is it the % -- 518.97 521.99 ... the way their little beard goes? 521.99 523.02 JAMIE: ... @[@@] 522.51 523.02 MILES: [Oh no]. 523.02 524.02 That''s not even relevant. 524.02 524.82 ... I- d- -- 524.82 525.92 I just glanc[ed at] that, 525.47 525.72 PETE: [Hunh]. 525.92 528.42 MILES: and I [2immediate2]ly saw this guy=''"
doc#1,"me X>. 1121.84 1122.54 MILES: the last night, 1122.54 1123.01 JAMIE: Yeah P>. 1123.01 1124.14 MILES: ... And like, 1124.14 1125.05 <X well X> they were attractive women, 1125.05 1126.77 the one had on a real real short skirt. 1126.77 1127.40 (H) Anyway, 1127.40 1128.94 there was this guy in his fifties, 1128.94 1129.96 .. out there dancing, 1129.96 1132.33 ... <BR by himself BR>. 1132.33 1134.55 ... And the woman was just looking at him, 1134.55 1135.12",making,"<coll>eyes</coll> , 1135.12 1136.01 then she went out there, 1136.01 1137.20 got on her knee=s. 1137.20 1138.32 ... in front of him. 1138.32 1140.22 ... in this skirt that''s this short, 1140.22 1141.65 ... (H) takes her hands, 1141.65 1143.05 .. and goes along his toes, 1143.05 1143.51 and then up, 1143.51 1145.26 and is just .. d=oing like that. 1145.26 1145.91 .. I figured, 1145.92 1146.95 JAMIE: [Oo=]. 1145.91 1146.12 MILES: [oh, 1146.12 1147.35 they must"
doc#2,"=. 60.20 60.60 .. How much -- 60.60 61.75 .. Do you guys each want like, 61.75 62.75 .. half of that? 62.75 63.35 PETE: ... [Sure]. 63.05 63.85 MARILYN: [Or X] will you eat more. 63.85 64.75 ... Or if you''ll eat -- 64.75 65.25 PETE: Nah. 65.25 66.85 MARILYN: ... if you''ll eat more than that, 66.85 66.85 ROY: <<SING 66.85 67.86 MARILYN: then I''ll cook the whole thing. 67.86 69.36 If not then I''ll",make,"<coll>ceviche</coll> . 69.36 70.36 ... With the leftovers. 70.36 70.91 .. What do you think. 71.11 71.11 ROY: SING>> 70.91 72.62 MARILYN: .. This is a big fucking fish. 72.62 74.06 .. (H) ... [~Roy], 73.46 74.06 ROY: [XX] 74.06 74.86 .. What [2what what2], 74.31 75.01 MARILYN: [2do you want half2] -- 75.01 76.06 ... half of one of these, 76.06 76.86 or more than that. 76.86 80.29 ROY: ... I could eat .. o"
doc#2,": [4well don''t4] -- 83.39 83.81 MARILYN: [4Then I''ll4] -- 83.91 84.16 ROY: [5Y-5] -- 84.16 85.40 What you oughta do though ~Mar, 85.40 86.71 ... [cook] all the fish. 85.68 85.93 MARILYN: [Hm]. 86.71 86.96 ROY: .. Cause -- 86.96 87.26 .. well, 87.26 87.96 we won''t use it, 87.96 88.81 .. if you don''t cook it. 88.81 89.41 ... [Now]. 88.86 90.80 MARILYN: [Well I was gonna]",make,"<coll>ceviche</coll> with the leftovers. 90.80 91.16 ROY: Oh alright, 91.16 92.00 .. that sounds good. 92.00 96.28 MARILYN: ... So you can eat about that much ~Peter? 96.28 97.04 PETE: [Which size]. 96.28 97.71 ROY: [There''s a bad] smell in here, 97.65 98.02 MARILYN: [2That size2], 97.76 98.03 PETE: [2Yeah2]. 97.89 98.44 ROY: [2hmm2]. 98.44 99.67 MARILYN: ... there [3is3]? 99.52 100.00 PETE: [3I3] could"
doc#2,", 97.76 98.03 PETE: [2Yeah2]. 97.89 98.44 ROY: [2hmm2]. 98.44 99.67 MARILYN: ... there [3is3]? 99.52 100.00 PETE: [3I3] could. 100.00 100.40 .. But I -- 100.40 100.65 .. I''m -- 100.65 102.65 .. [I''m also capable of eating] lots of stuff. 100.65 102.05 ROY: [No it''s the smell of fish]. 102.65 103.40 <SING The [2smell], 102.92 103.50 MARILYN: [2Oh okay2], 103.50 104.50 well let''s",make,"the whole <coll>thing</coll> then. 104.50 105.62 ROY: of fish, 105.62 107.46 ... is in, 107.46 109.59 ... the fridge SING>. 109.59 111.49 MARILYN: X ... XX <X microwave X>? 111.49 115.16 ... @ (H) @ 115.16 117.07 .. <VOX Oh= Go=d VOX> @. 117.07 117.83 PETE: @@@ 117.83 118.28 MARILYN: Okay. 118.28 118.78 .. U=m, 118.78 120.42 ROY: .. <<WHISTLE 118.92 119.57 MARILYN: now. 119.57 124.20 ... Ah. 124.20 125.80 ..."
doc#2,"here. 208.14 208.70 MARILYN: .. ~Peter? 208.70 209.24 PETE: ... Um, 209.24 209.89 .. that''s fine. 209.89 210.39 MARILYN: .. Okay. 210.39 210.94 PETE: .. No [potatoe]s, 210.46 210.91 MARILYN: [We have] -- 210.94 211.29 um, 211.29 212.64 PETE: .. we''re having like salad and fish? 212.64 213.14 MARILYN: .. unhunh, 213.14 214.49 .. and .. gre- .. green beans? 214.49 214.79 PETE: .. Yeah. 214.79 216.26 MARILYN: ... We can",make,"<coll>um</coll> , 216.26 217.79 ... garlic bread or something. 217.79 218.06 ROY: .. <FOOD Oh, 218.06 219.14 that [sounds] fun FOOD>. 218.40 218.59 PETE: [Yeah]. 219.14 219.64 MARILYN: ... Okay. 219.64 219.79 PETE: Yeah, 219.79 221.09 we could have a little .. garlic bread. 221.09 223.89 MARILYN: .. I have ... the ideal ... makings .. for garlic bread. 223.89 224.39 Right here, 224.39 225.04 ROY: Garlic, 225.04 226.04 ... bread, 226.04 226.79 ... and butter."
doc#2,"all -- 237.96 238.80 PETE: That goes right along with the- -- 238.80 240.51 .. the Cajun .. spice [mix, 239.86 240.36 MARILYN: [<@ I know, 240.51 240.66 PETE: and], 240.36 240.66 MARILYN: I know @>]. 240.66 241.41 It''s just like, 241.41 241.90 ... <Q well, 241.90 242.91 .. we could''ve gone [out], 242.68 243.08 PETE: [hm]. 242.91 243.08 MARILYN: but, 243.08 244.33 % I wanted it to be [home",made,"<coll>Q</coll> >]. 243.68 244.06 PETE: [@@] 244.33 244.74 MARILYN: [2You2] know? 244.36 244.56 PETE: [2@2] 244.74 247.22 MARILYN: .. @@ .. @@@@ 247.22 247.67 ROY: Right, 247.67 249.17 .. <Q fla[vors of the evening. 248.22 250.97 MARILYN: [<X Now it will be the X> .. @spray @on @@@] 000000000 000000000 $ COMMA OR PERIOD? 249.17 250.37 ROY: Just add food Q>]. 250.37 251.14 @ [2@@2]"
doc#2,"all -- 237.96 238.80 PETE: That goes right along with the- -- 238.80 240.51 .. the Cajun .. spice [mix, 239.86 240.36 MARILYN: [<@ I know, 240.51 240.66 PETE: and], 240.36 240.66 MARILYN: I know @>]. 240.66 241.41 It''s just like, 241.41 241.90 ... <Q well, 241.90 242.91 .. we could''ve gone [out], 242.68 243.08 PETE: [hm]. 242.91 243.08 MARILYN: but, 243.08 244.33 % I wanted it to be [ <coll>home</coll>",made,"Q>]. 243.68 244.06 PETE: [@@] 244.33 244.74 MARILYN: [2You2] know? 244.36 244.56 PETE: [2@2] 244.74 247.22 MARILYN: .. @@ .. @@@@ 247.22 247.67 ROY: Right, 247.67 249.17 .. <Q fla[vors of the evening. 248.22 250.97 MARILYN: [<X Now it will be the X> .. @spray @on @@@] 000000000 000000000 $ COMMA OR PERIOD? 249.17 250.37 ROY: Just add food Q>]. 250.37 251.14 @ [2@@2]"
doc#2,"Hey that carrot''s good. 959.77 961.35 ROY: ... It''s got -- 961.35 962.20 .. it''s really [pretty -- 961.97 962.62 PETE: [Well that''s good]. 962.20 963.47 ROY: it goes] @island to -- 963.47 965.22 is[2land system by island system2]. 963.74 964.49 MARILYN: [2Are we ready to eat? 964.49 965.67 Should I start2] .. food? 965.67 966.22 ROY: .. Oh yeah. 966.22 967.35 Let''s [definitely] [2um2], 966.58 967.28 MARILYN: [",Make,"<coll>food</coll> ]. 966.78 967.63 PETE: [XXXX of] [2the]se? 967.63 968.13 MARILYN: .. Um, 968.13 969.13 .. they go in, 969.13 971.45 ... how about that. 971.45 973.59 ... That looks good. 973.59 974.61 PETE: ... Alright. 974.61 975.21 ROY: I have that, 975.21 977.06 and I have another one that''s a museum catalog, 977.06 977.51 called, 977.51 980.26 .. <L Art of the Archipelago L>. 980.26 981.81 ... I think that''s what it''s called."
doc#3,": [X She''s sleeping]. 243.37 244.74 SHARON: there''s this little] girl !Annalisa. 244.74 245.94 PAM: So we can decide [2about2], 245.49 245.94 SHARON: [2that doesn''t2] & 245.94 248.00 PAM: XXXXX[3XXXX3]. 246.69 248.00 SHARON: & [3speak a wor=d of English3]. 248.00 250.12 And every time I try to get her to say any[4thing in English, 249.46 250.33 PAM: [4XXX4] 250.12 251.52 SHARON: cause I4]",made,"the whole <coll>class</coll> learn, 251.52 251.82 like, 251.82 253.97 (H)= good morni=ng, 253.97 254.99 good bye=, 254.99 257.30 (H) can I go to the bathroo=m, 257.30 258.50 can I stand u=p, 258.50 260.00 .. (H) can I go to the -- 260.00 260.30 er -- 260.30 262.00 Time to go to the cafeteria=, 262.00 263.55 ... (H) an=d, 263.55 264.45 .. the office, 264.45 264.73 you know, 264.73 266.85 certain st"
doc#3,"=] 1020.67 1022.88 KATHY: [It''ll start to happen] by January ~Sharon. 1022.88 1023.88 SHARON: .. (SNORT) 1023.88 1025.43 KATHY: I mean it takes a very long time. 1025.43 1026.46 [It''s not easy to do]. 1025.43 1027.29 SHARON: [I''m not gonna be there] until Jan[2uary2]. 1026.81 1027.01 CAROLYN: [2Have- -- 1027.01 1028.08 Have2] you explained to them, 1028.08 1028.33 like, 1028.33 1029.13 the speech about, 1029.13 1031.93 (H)",making,"<coll>mistakes</coll> is .. part of life, 1031.93 1032.75 .. that speech, 1032.75 1033.18 a[nd], 1032.96 1033.68 SHARON: [(SIGH)]= 1033.68 1034.48 CAROLYN: what''s the other speech. 1034.48 1035.41 The [other speech is=], 1034.61 1035.83 SHARON: [I''ve given them ev]e[2rything2]. 1035.51 1035.90 CAROLYN: [2u=2]m, 1035.90 1036.98 (H) don''t give away -- 1036.98 1038.06 Don''t give away the answers, 1038.06 1040.36 because you"
doc#4,"=ck here. 570.05 570.60 (H) 570.60 575.18 DARRYL: ... (H) What if. 575.18 576.13 What .. if=. 576.13 577.13 PAMELA: (Hx) Unhu=nh. 577.13 579.17 DARRYL: What if worrying about that, 579.17 579.73 PAMELA: %See, 579.73 581.12 this is what you told !Deven. 581.12 581.37 DARRYL: well, 581.37 583.04 what if worrying about that, 583.04 584.40 has got in the way=, 584.40 586.16 ... gotten in the way, 586.16 589.72 of you",making,"positive <coll>choices</coll> for yourself in your life. 589.72 593.22 ... (H) Instead of just worrying about, 593.22 594.42 w- that you''re he=re, 594.42 597.08 ... and making the best out of it. 597.08 599.65 PAMELA: ... Being here is=, 599.65 601.73 .. is so illusive sometimes. 601.73 604.24 ... I mean .. illusionary. 604.24 606.88 DARRYL: ... Those are two different words=, 606.88 608.38 and they mean two different things. 608.23 609.40 PAMELA: Well it''s illusionary. 609.40 611.90"
doc#5,"was gonna help her. 221.48 222.28 (H) No makeup, 222.28 222.83 no nothing. 222.83 224.08 Cause she''s the little <VOX gir=l, 224.08 225.18 and he''s the older man, 225.18 226.78 and [he''s taking care of me VOX>]. 225.40 226.70 LENORE: [(H)=] 226.78 227.44 ALINA: (SNIFF) 227.44 227.99 LENORE: ... G[od], 227.71 227.96 ALINA: [(TSK)] 227.99 229.69 LENORE: It sounds like the tape I",made,"last <coll>night</coll> , 229.69 230.99 and these guys % .. [start] talking about, 230.24 230.49 ALINA: [(SNIFF)] 230.99 231.24 LENORE: .. you know, 231.24 231.59 some, 231.59 232.34 .. (H) <Q you know, 232.34 233.54 .. (Hx) she''s so vulnerable Q>. 233.54 234.35 ALINA: [(DRINK)] 233.54 234.84 LENORE: [(H) She''s probably like] twenty-six, 234.84 235.94 .. <Q and she looks thirteen, 235.94 236.64 and it["
doc#5,"is she now]. 319.68 320.58 ALINA: this little] piss ass. 320.58 321.43 .. (H) Four, 321.43 321.93 five, 321.93 322.63 some place around there, 322.63 323.43 I can''t remember. 323.43 323.88 .. ever. 323.88 324.48 Cause it''s just -- 324.48 325.63 .. She''s such a nightmare to me. 325.63 326.80 (H)= So, 326.80 327.40 .. anyway, 327.40 328.00 (Hx) Mom -- 328.00 328.65 They had to cancel, 328.65 329.00 they m- -- 329.00 329.85 they",make,"<coll>arrangements</coll> , 329.85 331.08 for like .. couple weeks later, 331.08 332.88 ... (TSK) and I wanted to surprise Mom, 332.88 335.11 and bring over some nice pastries from La Conversation. 335.11 336.96 (H) So I go into La Conversation, 336.96 338.61 and I picked out all this stuff for Uncle ~Arnold. 338.61 340.16 (H) And it was just supposed to be Mo=m, 340.16 340.76 !Ruben, 340.76 341.61 ~Arnold and ~Lisabeth. 341.61 343.57 And I was gonna sit down and"
doc#5,"are you from MRC>. 1084.85 1085.70 (H) He''s a -- 1085.70 1087.15 He''s a= .. army brat. 1087.15 1088.55 ... And has -- 1088.55 1089.85 .. He speaks fluent German. 1089.85 1092.73 ... He''s lived in about thirty places. 1092.73 1093.93 .. (H) And I said God, 1093.93 1094.13 you know, 1094.13 1095.18 that must have really made you -- 1095.18 1096.03 d- % .. you know, 1096.03 1096.43 it''s -- 1096.43 1098.39 .. you must have a .. good time at",making,"new <coll>friends</coll> , 1098.39 1099.09 it''s easy for you, 1099.09 1099.34 and he said, 1099.34 1099.69 oh yeah, 1099.69 1100.34 he had that, 1100.34 1100.54 but, 1100.54 1101.64 (H) also what it''d done, 1101.64 1103.29 is it caused him to be= introverted, 1103.29 1104.52 ... so he read a lot. 1104.52 1105.39 when he was a kid. 1105.39 1108.13 ... So he''s really self taught, 1108.13 1108.33 and, 1108.33 1109.23 (H) you know, 1109.23 1109.83 .. kind of, 1109.83"
doc#5,", 1289.67 1290.52 and how they wanna do it. 1290.52 1291.92 .. Part of the problem with this whole thing was, 1291.92 1292.22 that uh, 1292.22 1292.87 how I see it, 1292.87 1295.37 (H) was that !Ellen was not relinquishing t- her duties, 1295.37 1296.62 to let ~Hector go ahead and run it, 1296.62 1298.12 ~Ja=ke was feeling threatened, 1298.12 1298.57 sc- because, 1298.57 1300.52 associate producer is supposed to run editorial. 1300.52 1302.22 (H) .. And b- it",makes,"<coll>sense</coll> . 1302.22 1303.42 ~Hector .. had an Emmy. 1303.42 1304.65 .. nomination, 1304.65 1306.35 .. I would let him run editorial. 1306.35 1308.60 I would let him do anything he wanted to do in editorial. 1308.60 1309.85 (H) They clipped his wings. 1309.85 1310.95 They wouldn''t let him do anything. 1310.95 1312.75 ... There are three shows in trouble. 1312.75 1314.60 .. (H) He was not allowed to help on any of em. 1314.60 1315.45 ... None of em. 1315.45 1317.71 LENORE: ..."
doc#6,"Mhm. 818.20 819.33 MARY: Cause the engine was hot, 819.33 823.34 cause there wasn''t .. enough water in the ... radiator. 823.34 824.06 ALICE: ... Mhm. 824.06 825.55 MARY: (TSK) I talked to !Oscar about it, 825.55 826.21 and he said, 826.21 827.11 (H) well I checked, 827.11 827.81 it was only, 827.81 828.79 .. it was only about, 828.79 831.57 I''d say a half a quart to a quart short of water. 831.57 833.55 ... But that shouldn''t",make,"any <coll>difference</coll> . 833.55 835.09 He goes the only thing I can think of, 835.09 837.25 (H) is that there was an air lock in there. 838.70 839.41 ALICE: [(THROAT)] 837.25 840.99 MARY: ... [And that] running the engine out on the open road? 840.99 841.43 ALICE: .. Mh[2m2]. 841.33 842.99 MARY: [2C2]aused that air lock to come through. 842.99 844.18 ... [3flushed it out3]. 843.43 845.46 ALICE: [3And bust th3]"
doc#7,"that in your report. 73.68 75.25 I haven''t seen the other re[port]. 74.80 75.25 RICKIE: [Yeah], 75.25 76.75 I made that one through=, 76.75 78.63 (H) matter of fact it was just .. over the phone, 78.63 80.18 and they never called me back or anything, 80.18 81.95 and a year later it happened again, 81.95 82.33 REBECCA: [Okay]. 81.95 82.65 RICKIE: [(H) a]=nd, 82.65 84.05 then that''s when they",made,"the <coll>report</coll> , 84.05 85.80 and said they were gonna do something about it (Hx). 85.80 86.15 REBECCA: .. Okay. 86.15 87.95 RICKIE: .. S=o it hap[pened around -- 87.05 88.80 REBECCA: [So you can testify to] two of [2em2]. 87.95 88.30 RICKIE: %] -- 88.55 88.92 RICKIE: [2Yeah2]=. 88.92 90.05 REBECCA: That''s why I had you come up, 90.05 90.75 becau[se=], 90.45 90.75 RICKIE: [Yeah]"
