"","article.id","text.id","date","user","comment"
"17",1,16,"Road   vor 3 Tagen","//Ring","Es ist interessant, wie die ""Jugend"" medial sonst als links-grün progressiv wahrgenommen wird, während das Wahlverhalten von jungen Erwachsenen eine komplett andere Sprache spricht - zumindest bei den letzten Wahlen. Ich meine, bei Bayern und Hessen war das auch schon Thema. "
"18",1,17,"IstCoolMan   vor 3 Tagen","I//IstCoolMan","Den sächsischen und thüringischen AfD und BSW Wählern Naivität zu attestieren, ist absoluter Schwachsinn. Sie wussten ganz genau, wen sie da wählen und was AfD und BSW für Deutschland wollen. Höcke, Urban, Wagenknecht und andere sind wochenlang durch die Dörfer getourt und haben überall ihre fremdenfeindlichen, rassistischen. z.T. staatsverhetzenden Parolen von sich gegeben und die Leute mochten es. Aus dem Publikum kamen sogar noch extremere Sprüche, sofern sie überhaupt noch in eine Mikrofon der ""Lügenpresse"" sprechen wollten. Die AfD und BSW sind keine rechts- oder linksextremen Parteien, die den Wählern dort aufgesetzt wurden. Die Wähler dort sind einfach rechts- oder linksextrem. Und das wird sich auch nicht kurzfristig ändern. Sowas dauert eine ganze Generation. Das sollte einfach jeder wissen, der solche Gegenden besuchen oder gar dort wohnen oder investieren will."
"19",1,18,"hill   vor 3 Tagen","Fo//Fool","Der Versuch aus Angst vor der AfD mit dysfunktionalen Koalitionen  deren Aufstieg zu verhindern, ist gescheitert und nicht nur bei uns, sondern in ganz Europa.  In vielen Ländern hat man inzwischen die Rechtsaussen in Regierungen eingebunden ohne, dass die Welt untergegangen wäre. Und der Wähler sieht, dass  auch Rechtsaussen  nicht alle Probleme löst."
"20",1,19,"Alma   vor 3 Tagen","//Con","Mehr Menschen als sonst machten diesmal von ihrem Wahlrecht Gebrauch. Das wünscht man sich in einer gut funktionierenden Demokratie. Von der gestiegenen Wahlbeteiligung hat allerdings vornehmlich die AfD profitiert. Interessanterweise haben auch viele Jung- und Erstwähler sich für die Alternative entschieden, während Ältere eher beim Bewährten blieben und CDU wählten."
"21",1,20,"mrami   vor 3 Tagen","m//mrami","Dass die AfD-Wähler wirklich sooo überzeugt sind von der AfD selber scheint mir nicht ganz stimmig, da sie sich auch,laut Umfragen, zu großen Teilen nicht den AfD-Mann als MP wünschen. Besonders in Sachsen wird da auch Kretschmer gewünscht.Es wird immer über die AfD-Wähler geschimpft, die keine offene Gesellschaft und plurale Demokratie wollten. Das mag sein, aber ein Problem unserer Zeit ist, dass nicht nur die etablierten Parteien, sondern die etablierte Gesellschaft sehr weit gegangen ist, die Demokratie mit immer mehr festen Inhalten zu verknüpfen: Demokratie gäbe es demnach nur als offene Gesellschaft, mit Vielfalt, mit Klimaschutz und vielem, vielem mehr - und besonders: alles immer in der eigenen, speziellen Interpretation. Vielleicht hat man das einfach zu weit getrieben?"
"22",1,21,"Dean.   vor 3 Tagen","//Dean.","Deutschland war noch nie so sicher wie jetzt, wenn man sich die Kriminalstatistik im langfristigen Verlauf anschaut und die Corona-Anomalie rausrechnet. Es wurde sicherer und sicherer und im internationalen Vergleich stehen wir sowieso super da. Es ist erschreckend, dass Wahlentscheidungen scheinbar immer stärker auf Basis reiner Gefühlen getroffen werden. Fakten scheinen jedenfalls niemanden mehr zu interessieren.(Quelle: https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/sicherheit/pks-2023.pdf?__blob=publicationFile&v=3; S. 33)"
"23",1,22,"DC199   vor 3 Tagen","D//DC199","Sollen doch in Thüringen BSW & AfD eine Koalition formen, der Wähler und die Wählerin will es so. Und dann können die Leute ihre gewählte Medizin mal probieren. Wenn MP Höcke aber gegen die Verfassung verstößt, dann gibt es halt von den restlichen Bundesländern auch keinen Finanzausgleich mehr bzw. Subventionen/Unterstützung. In UK hat dieser Lernprozess auch geklappt, die Leute haben gemerkt, dass die Populisten sie belogen haben und am Ende abgewählt. Unsere Institutionen halten einen MP Höcke aus, die BRD ist nicht Weimar. "
"24",1,23,"Jadoo   vor 3 Tagen","//Jadoo","Offensichtlich ist das Hauptproblem in Thüringen und Sachsen die CDU und ihre Politik seit 1990 dort. Beide Bundesländer haben einen ähnlich hohen Anteil an pseudo-konservativen Wählern wie in Bayern. Und genauso wie dort, profitiert dort von den Fehlern der CDU-Politik aus den letzten über 30 Jahren nicht die Alternative in liberalen, sozial-liberalen oder progressiven demokratischen Parteienspektrum, sondern die pseudo-konservative Masse rückt weiter nach rechts ins neo-faschistische Umfeld. Statt freiheitlich-demokratisch entscheiden sich nun viele für noch mehr autokratisch-fremdbestimmt bei der Wahl. Irre, einfach nur irre.Tik-Tok-Wahlen?"
"25",1,24,"HBS   vor 3 Tagen","TH//Tado",">Genau andersherum ist das Bild bei der AfD: Die Partei konnte sich vor allem bei jenen Wählern durchsetzen, die ihre Schulbildung mit einem Hauptschulabschluss oder der Mittleren Reife abgeschlossen haben. [SZ]Für diese Zielgruppe ist eine armenverachtetende, antisoziale, neoliberale Partei, die das Ziel hat, wann immer es möglich ist, nach unten zu treten, offenbar genau das Richtige."
"26",1,25,"   vor 3 Tagen","K//Katjuschka","Die These, dass keine Protestwahl vorliege, wenn doch aber über 40 Prozent der Afd Wähler Enttäuschung über etablierte Parteien als Grund angeben, ist doch etwas steil. Tatsächlich bedeutet das doch einen erheblichen Anteil an Protestwählern. "
"27",1,26,"tacuissesphilosophus   vor 2 Tagen","t//tacuissesphilosophus","Guten Morgen. Als ich noch aktives und engagiertes SPD Mitglied war, haben wir solche ausführliche Diagnosen bis hin in die Stadtteile erstellt und analysiert. Meine  Genossen und ""Vorstandsmitglieder"" haben immer genau das gemacht, was die Foristen hier tun.Ursachen verdrängen, nie die Fehler bei sich suchen, nie die richtigen Konsquenzen aus dem eigenen Tun und Handeln ziehen und den politischen Gegner und deren Wähler beleidigen. .Die Tatsache ist, dass sich die Meinungs-Bubble in einer Wagenburg verkriecht, nie dorthin geht, wo es weh tut und wir eine Politiker Klasse erleben, die es nicht können. Ricarda Lang und Omnipur, Kevin Kühnert  und Esken wären gut darin beraten nicht beleidigt zu sein, die Hüte zu nehmen und sich demütig in die politische Bedeutungslosigkeit zu verabschieden.Die Zeit der pseudoakademischen ""ich- will-immer- alles- und-zwar-sofort"" Jugendorganisationen der Jusos, Julis und jungen Grünen ist vorbei. Auf dem Rücken der ehrwürdigen Klimaschutzziele wurde in Stuhlkreis-Teamarbeit auf Mittelstufenniveau die Demokratie geopfert. Alle nicht gleichgeschaltetem desavouiert und beleidigt.Eltern und Lehrer der ach so klugen Kids stehen als Claquere am Spielfeldrand der Demokratievernichtungsspiele und merken nicht, dass die Zukunft der eigenen Brut in Gefahr ist.Die Manufaktum-Elterm tragen große Schuld.Hört endlich auf, die Ossis und die alten-weis(s)en Menschen zu verunglimpfen.Die Larmoyanz der bubble hier ist unerträglich."
"28",1,27,"Flostre   vor 3 Tagen","F//Flostre","Die Wahlbeteiligung war hoch in beiden Ländern. Das sind gute Nachrichten für die Demokratie. "
"29",1,28,"Freyburger   vor 3 Tagen","PF//Paul",""" In Thüringen erreicht die AfD mit 36 Prozent die meisten Stimmen bei den 18- bis 24-Jährigen und ist damit stärkste Kraft in dieser Altersgruppe.""""Gerade in diesen Altersgruppen ist die Angst vor den gesellschaftlichen Veränderungen durch Globalisierung und Digitalisierung besonders ausgeprägt, begleitet von der Sorge um die eigene wirtschaftliche Zukunft.""Die AfD wird da auch nicht helfen können, die Tür zur Welt zuknallen wird Thüringen nicht schützen. Gerade die jungen Wähler sollten sich Sorgen um die globale Erwärmung machen, denn sie wird es am stärksten treffen. Wie man da vor die Augen verschließen kann, ist rational nicht mehr zu erklären. Es ist eine Flucht vor der Realität.  "
"30",1,29,"vielleichtSo   vor 3 Tagen","v//vielleichtSo","Innere Sicherheit steht hoch im Kurs? Hallo? Die Landtagswahl wurde von einer rechtsextremen Partei gewonnen. Es gibt nur einen Grund warum ich sicher bin: Weil ich Sachsen verlassen habe."
"31",1,30,"xlfar   vor 2 Tagen","x//xlfar","Ich finde den heutigen Kommentar im Wall Street Journal sehr treffend: „Die Wähler haben die Nase voll von Olaf Scholz und einer Koalition, die Migration nicht steuern kann und sich trotz des greifbaren und wachsenden wirtschaftlichen Schadens an Klimazielen festklammert. ... Man darf es den deutschen Wählern nicht vorwerfen, keine Geduld mehr mit ihren dysfunktionalen Regierungsparteien zu haben. Man sollte den Vorwurf den etablierten Politikern machen, die zu langsam sind und Nabelschau betreiben, während der Frust der Wähler steigt.“"
"32",1,31,"Taranis   vor 3 Tagen","T//Taranis","Wenn man in den letzten Jahren anmerkte, dass die Protestausrede nur ein feigenblatt ist und viele AfD-Wähler das aus überzeugung für die braunen Inhalte tun, ist man schnell wegmoderiert worden. Interessant zu sehen, dass die Vermutung gar nicht so falsch war. "
"33",1,32,"R3g3nwolk3   vor 2 Tagen","R//R3g3nwolk3","Ich denke, dass die AfD wirklich für keins der Probleme eine umsetzbare Lösung hat und erst recht kein vertrauenswürdiges Personal.Aber die Sorgen, die die Leute umtreiben, teile ich. Ich lebe in einer Großstadt im Westen und in meinem Viertel gab es gerade am helllichten Tag eine Raubserie, die von einer Bande migrantischer junger Männer verübt wurde. An einem Platz und den nicht-videoüberwachten Wohnstraßen rotten sich ebenfalls migrantische junge Männer zusammen, die Drogen verticken. Eigentlich will ich abends überhaupt nicht mehr vor die Tür, mein Sicherheits'gefühl' hat extrem abgenommen."
"34",1,33,"rapace   vor 2 Tagen","r//rapace","Normalerweise wird die Partei gewählt, die den wirtschaftlichen Fortschritt verspricht.Wenn Zuwanderung und Sicherheit die zentralen Themen sind, kann es ihnen nicht schlecht gehen.Ein wirtschaftlicher Sozialstaat lebt von Zuwanderung, er ist essentiell. Wie wollen die Sachsen eine Chipfabrik betreiben, wenn sie keine Ausländer wollen?Der betagte in der DDR indoktrinierte Wähler hatte sich in der damaligen Diktatur eingerichtet, der junge ist eher ungebildet (ich meine nicht die Afd-Führung).Beide Gruppen denken, dass ihnen diese extrem Konservativen Geld schenken werden, m.M.n. Der Grund für die Putinafinität.Ein Trugschluss."
"35",1,34,"Dunkelfrost   vor 3 Tagen","//Dunkelfrost","Es fehlt: Der Zusammenhang zwischen Zuwanderung und innerer Sicherheit"
"36",1,35,"JohnD03   vor 2 Tagen","J//JohnD03","Lasst uns doch alle wieder zur Tagesordnung und die selben Parolen brüllen, denn so lebt es sich einfacher- AFD-Wähler stramm rechts- der Osten ist Demokratiefeindlich- BSW ist Putinfreund-Etc.Wer noch immer nicht begriffen hat, dass sich Menschen abgehängt und verars*** fühlen hat die Zeichen noch immer nicht erkannt. Aber ich bin sicher, dass nach einigen „hitzigen“ Diskussionen und Talkshows mit den immer selben Leuten und Meinungen, bald alle wieder zum Alltag wechseln "
"37",1,36,"hhamman   vor 3 Tagen","h//hhamman","Offenbar fürchten sich die überzeugten AfD-Sachsen besonders vor  Ukrainern, Polen, Rumänen,  Russen und Vietnamesen, die zusammen den grössten Anteil an Ausländern stellen:"" In Sachsen bildeten zum Ende des Jahres 2023 Personen mit ukrainischer Staatsangehörigkeit die größte Gruppe an Ausländer*innen (etwa 56.000), Syrien (27.985), Polen (25.170), Rumänien (16.200), Afghanistan (14.200), Russland (13.985), Vietnam (10.020). Anteil der Ausländer*innen, gemessen an der Gesamtbevölkerung,  8,1% Prozent. https://de.statista.com/statistik/daten/studie/1095658/umfrage/anzahl-der-auslaender-in-sachsen-nach-staatsangehoerigkeit/Gilt auch für Thüringen: „Die ukrainischen Staatsbürger und -bürgerinnen bildeten ...  auch imJahr 2023 mit 34 180 Personen die größte Gruppe unter den in Thüringen lebenden ausländischen Personen. ..Es folgten die Syrerinnen und Syrer mit 22 055 Personen sowie die polnischen Staatsbürger und -bürgerinnen mit 14 780."" Personen.“https://statistik.thueringen.de/presse/2024/pr_085_24.pdf"
"38",1,37,"Nihilus   vor 2 Tagen","//Darth","Wenn jemand absolut nichts gegen die Klimakrise tun will und ein souveränes Land einem Terrorregime vor die Füsse werfen möchte, alles nur um seine Ruhe zu haben (wobei wir wissen dass damit globale Instabilität, unser Wohlstand und Sicherheit gefährdet werden), der wählt auch nicht grün und beteiligt sich noch so gerne an der Verteufelung der Grünen, ohne freilich wirklich fundierte Kritik äussern zu können (siehe Interviews) ausser: “Hauptsache Grüne weg!”"
"39",1,38,"carb   vor 2 Tagen","c//carb","Interessant. Wenn ich an Sicherheit denke, machen mir junge AFD-Wähler im Osten mehr Sorgen als Immigranten."
"40",1,39,"thokeller   vor 2 Tagen","t//thokeller","Die Grünen sind m.E. die Prügelknaben (und -mädels), weil sie repräsentieren, was die Zukunft von uns unerbittlich fordert, wir aber noch nicht konsequent zu leisten bereit sind.Wir vermeiden den Veränderungsschmerz, wie jemand, der mit Karies nicht zum Zahnarzt geht."
"41",1,40,"r.schewietzek   vor 3 Tagen","//r.schewietzek","Die jungen Leute müssen wohl alle im Geschichtsunterricht gefehlt haben."
"42",1,41,"Müller   vor 2 Tagen","WM//Walter","Der gestrige Wahltag war ein Festtag der Demokratie: Jeweils 74% der Stimmberechtigten haben gewählt. Ein starkes Zeichen einer lebendigen Demokratie! Dass viele nun mit dem Wahlergebnis unzufrieden sind, ist irrelevant: Es ist der demokratische Ausdruck des Wählerwillens. In einer lebendigen Demokratie würden nun alle Parteien vernünftig miteinander reden und Schnittmengen ausloten und sich Angebote machen. Nicht so im hysterischen Deutschland, hier werden die größten Wähleranteile als erstes aussortiert, weil gefühlt ungültig. Das hat Tradition: man erinnere sich an Merkels Anweisung „muss rückgängig gemacht werden“. In der Schweiz gab es vor Jahrzehnten auch eine aufgeheizte Phase als die Rechtsextremen ein Drittel aller Wählerstimmen holten. Man hat sich dort jedoch schnell besonnen und die Rechtsextremen in die Regierung eingebunden. Seitdem hat die Schnappatmung aufgehört, Normalität ist eingekehrt. Solch eine Pragmatik fehlt Deutschland."
"43",1,42,"Kommandozeile   vor 2 Tagen","K//Kommandozeile","Ich les den Artikel nicht. Weil es keine Gründe gibt, Nazis zu wählen, sind mir auch die Gründe der Wähler egal, die das tun. Und bevor hier jemand anmerkt, dass man die AfD nicht mit Nazis gleichsetzen dürfe: Wer einen Vorsitzenden wählt, der straffrei als Faschist bezeichnet werden darf, ist ein Nazi-Wähler.Ich boykottiere ab sofort Produkte aus Thüringen und Sachsen. Schön wäre es, wenn auch Menschen mit Migrationshintergrund in diesen Bundesländern für 4 Wochen in den Streik gehen könnten/würden. Bin gespannt, was dann bei Müllabfuhr, im Krankenhaus und in der Altenpflege noch so läuft. Vielleicht sickert dann so langsam Erkenntnis in die Hirnwindungen. "
"44",1,43,"Stho   vor 2 Tagen","S//Stho","Ich finde es verwerflich, alle AfD-Wähler als ""Nazis"", ""Faschisten"" oder ""Feine der Demokratie"" zu bezeichnen. Und zu behaupten, damit würde man einen 3. Weltkrieg heraufbeschwören, ist in meinen Augen unter aller Sau.Wie wäre es denn, wenn wir die Frage nach dem Willen der Wähler mal differenziert angehen würden, anstatt inflationär mit solchen Begriffen  um uns zu werfen?Wer mit plakativen Aussagen über AfD-Wähler um sich wirft, muss sich die nachfolgenden (natürlich falschen und maßlos übertriebenen!) Behauptungen ebenfalls gefallen lassen und sollte vielleicht mal darüber nachdenken:- Alle Grünen-Wähler sind Unterstützer der Krimakleber und wollen Autos, große Industrien sowie den Fleischkonsum abschaffen. Am besten leben wir alle in Baumhäusern.- Alle FDP-Wähler sind neureiche Schnösel, alle in eine Ärzte- oder Anwalts-Familie hineingebohren, ohne jemals im Leben gearbeitet zu haben oder arbeiten zu müssen. Leben durch Papa's Dividenden ist das Ziel aller FDP-Wähler. BWL-Justus lässt grüßen.- Alle CDU-Wähler gehen Sonntags in die Kirche, verabscheuen Cannabis und wünschen sich einen Überwachungsstaat mit Vorratsdatenspeicherung. Klassisches Zitat: ""Wir haben ja nichts zu verbergen""! (Wer sich informieren will, kann das beispielsweise hier tun: https://www.heise.de/select/ct/2024/19/2417708224442845155)- Alle BSW-Wähler wünschen sich, dass Deutschland ein Vasalle von Russland wird.Mit all diesen Aussagen machen wir uns die Welt leider viel zu einfach."
"45",1,44,"okey   vor 2 Tagen","o//okey","Der Osten als Feldversuch für das was auf uns zukommt.Thüringen und Sachsen wurden regelrecht in die rechte Ecke gedrängt, CDU und Springer haben ganze Arbeit geleistet.Insbesondere die Berichterstattung in der Woche vor der Wahl in der #Bild Zeitung war nichts anderes als Hetze und Propaganda  und hat mit Seriöser Berichterstattung nichts zu tun.Das ist Deutschland 2024, das ist unsere Zukunft. "
"46",1,45,"MitteWähler   vor 2 Tagen","M//MitteWähler","Wenn ich hier lese komme ich nur zu einem Schluß:Menschen doe sich politisch links verorten sind auf einer Stufe mit den Blauen !Alles was sie dort vertteufeln legen diese selbst an den Tag.Diskriminierung, Schubladendenken eine regelrecht überhebliche Arroganz.Nur diee Selbsterkenntnis dies zu erkennen fehlt komplett. Kann da slso mit der Bildung auch nicht soweit her sein."
"47",1,46,"Graz_Hart   vor 2 Tagen","GH//Graz_Hart","Der Wähler hat immer recht in einer Demokratie. Die SPD denkt immernoch die erkläre nur ihre Politik falsch. OK. An der Migrationspolitik wird sich nicht viel ändern. In den 30ern haben wir dann die Absolute für die AfD. "
"48",1,47,"Kassindra   vor 2 Tagen","K//Kassindra","Rechtsextreme Straftaten nehmen zu - aus „Besorgnis“ um die Sicherheit wird eine rechtsextreme Partei gewählt.Aus „Besorgnis“ um die soziale Sicherheit wird eine Partei gewählt, die laut Programm den Sozialstaat de facto abschaffen will.Als Grund für diese  „Besorgnis“ wird auf die Zuwanderung verwiesen, ausgerechnet dort, wo zum einen Zuwanderung gering war und ist und eher Abwanderung zu beobachten ist.Allerdings sollte man nicht vergessen, dass es die Altparteien, vor allem die CDU waren und sind, nach Solingen die gesamte Ampel, die ihrerseits seit Jahrzehnten zum Thema Zuwanderung solche Aussagen treffen, somit der AfD perfekte Wahlkampfhilfe geleistet haben. "
"49",1,48,"mustafa.manni   vor 3 Tagen","mm//mustafa.manni","Die Nachwahlbefragungen zeigen, dass die hohen Zustimmungswerte für die AfD kein Ergebnis einer Protestwahl sind, sondern Ausdruck einer Überzeugung. Etwa die Hälfte gibt an, dass sie die Partei deswegen gewählt haben und nicht aus Enttäuschung über andere Parteien.Wäre auch interessant zu wissen, wieviele Wähler der CDU diese aus Überzeugung gewählt haben, oder nur weil sie nicht die AfD/BSW wählen wollten."
"50",1,49,"postloewen   vor 3 Tagen","p//postloewen","Natürlich mit faschistischer Überzeugung, wie schon lange gesagt und stets als übertrieben abgetan. Ein, seit DDR Zeiten geübter und durch autoritäre Verwahrlosung verehrbter Zynismus. Altdeutscher Größenwahn,  gepaart mit provinzieller Selbstverachtung. Was sonst, wenn statt Entnazivizierung stalinistische Rehabilitierung stattgefunden hat. Und statt demokratischer Erziehung Konsumüberfütterung. Mal sehen, wer dort die Suppe auslöffeln kann, es wird Flüchtlinge geben, wieder mal von Ost nach West und die Amis müssen in dann helfen,........vielleicht mit einem neuen Marshallplan?  :)"
